name,short_description,description,type,available_formats,source,coverage_extent,data_download_lvl,statewide_coverage,footprint,download_size,recommended_use,date_created,tags,known_issues,alternative_data,derivative_data,spatial_reference,relationship_tag,category,download,download_link,order,wms_category,wms_link,pop_link,status_map_cartodb_id,agency,agency_web,agency_gis_page,date_added,license,tile_index,supplemental_report
TPWD Bailey's Ecoregions,"These data are intended for geographic display and analysis at the national level, and for large regional areas. The data should be displayed and analyzed at scales appropriate for 1:7,500,000-scale data. No responsibility is assumed by the National Atlas of the United States in the use of these data.","The original file was clipped to the state of Texas. This map layer is commonly called Bailey's ecoregions and shows ecosystems of regional extent in the United States, Puerto Rico, and the U.S. Virgin Islands. Four levels of detail are included to show a hierarchy of ecosystems. 

The largest ecosystems are domains, which are groups of related climates and which are differentiated based on precipitation and temperature. 

Divisions represent the climates within domains and are differentiated based on precipitation levels and patterns as well as temperature. 

Divisions are subdivided into provinces, which are differentiated based on vegetation or other natural land covers. 

The finest level of detail is described by subregions, called sections, which are subdivisions of provinces based on terrain features. Also identified are mountainous areas that exhibit different ecological zones based on elevation.",Vector,Shapefile,TPWD,Texas,state,,State,Varies,"Basemap, Research, Analysis",Creation date varies,"Texas, Statewide, Texas Parks and Wildlife Department, TPWD, Natural Regions, Ecological, Species, Habitat, Ecosystem, Geology, Formation, Historical",None,None,None,,,Natural Regions,,https://tpwd.texas.gov/gis/data/baselayers/baileyecoregions-zip,,,,,d5084e86-dec9-11e4-afda-0e0c41326911,Texas Parks and Wildlife Department,https://tpwd.texas.gov/,,2015-11-20,NA,,
TPWD Basins,Polygon coverage of 23 Texas river basins from Texas Parks and Wildlife (TPWD),"Polygon coverage of 23 Texas river basins from Texas Parks and Wildlife (TPWD).

The 8 digit hydrologic unit codes map from USGS was used to select the rivers bounding the basins, for a 1:24,000 scale representation of the basins. This was clipped using the Texas Outline coverage in the TPWD GIS Lab.",Vector,Shapefile,TPWD,Texas,state,,State,Varies,"Basemap, Research, Analysis",Creation date varies,"Hydro, Hydrography, Basins, TPWD, Texas Parks and Wildlife Department",None,None,None,,,Hydrography,,https://tpwd.texas.gov/gis/data/baselayers/basins-zip,,,,,d5084e86-dec9-11e4-afda-0e0c41326911,Texas Parks and Wildlife Department,https://tpwd.texas.gov/,,2015-11-20,NA,,
TPWD Gould Ecoregions,Gould Ecological regions used by the Texas Parks and Wildlife (TPWD) Wildlife Division.,"Gould Ecological regions used by the Texas Parks and Wildlife (TPWD) Wildlife Division. 

This is a rough copy, created by TPWD GIS Lab, of the ecological regions in the report: Gould, F. W. 1975 Texas Plants - A Checklist and Ecological Summary.",Vector,Shapefile,TPWD,Texas,state,,State,Varies,"Basemap, Research, Analysis",Creation date varies,"Texas, Statewide, Texas Parks and Wildlife Department, TPWD, Natural Regions, Ecological, Species, Habitat, Ecosystem, Geology, Formation, Historical",None,None,None,,,Natural Regions,,https://tpwd.texas.gov/gis/data/baselayers/gouldecoregions-zip,,,,,d5084e86-dec9-11e4-afda-0e0c41326911,Texas Parks and Wildlife Department,https://tpwd.texas.gov/,,2015-11-20,NA,,
TPWD Lakes & Bays,Texas Parks and Wildlife (TPWD) Lakes and bays data for cartographic purposes only.,"Source data from TxDOT, BTS, and USGS NHD were manipulated to create an aesthetic cartographic product when displayed on a map with county and cartographic river feature classes. Geometry of the bays were changed to conform to county boundaries. 

The feature class extends three nautical miles past the barrier islands on the coast. This feature class is meant to be used with the cartographic ""River"" file. Combined, the two feature classes ensure that water segments in the state that are supposed to connect are displayed as continuous.

**This feature class should be used for cartographic purposes only. Not all water bodies are represented.**",Vector,Shapefile,TPWD,Texas,state,,State,Varies,"Basemap, Research, Analysis",Creation date varies,"Hydro, Hydrography, Lake, Bays, TPWD, Texas Parks and Wildlife Department",None,None,None,,,Hydrography,,https://tpwd.texas.gov/gis/data/baselayers/lakesbays-zip,,,,,d5084e86-dec9-11e4-afda-0e0c41326911,Texas Parks and Wildlife Department,https://tpwd.texas.gov/,,2015-11-20,NA,,
TPWD Major Bays,An overview of the eight major bay systems of Texas from Texas Parks and Wildlife (TPWD) ,"This dataset defines the major bays of the Texas Gulf Coast. The eight major bay systems are Sabine Lake, Galveston, Matagorda, San Antonio, Aransas, Corpus Christi, Upper Laguna Madre and Lower Laguna Madre. Two areas, East Matagorda Bay and Cedar Lakes, are sampled seperately from the previously mentioned eight bay systems. For the purpose of this map, those areas have been included in bays 1 though 8. East Matagorda Bay is part of the Matagorda Bay system and Cedar Lakes is part of the Galveston Bay system.",Vector,Shapefile,TPWD,Texas,state,,State,Varies,"Basemap, Research, Analysis",Creation date varies,"Hydro, Hydrography, Bays, TPWD, Texas Parks and Wildlife Department",None,None,None,,,Hydrography,,https://tpwd.texas.gov/gis/data/baselayers/majorbays-zip,,,,,d5084e86-dec9-11e4-afda-0e0c41326911,Texas Parks and Wildlife Department,https://tpwd.texas.gov/,,2015-11-20,NA,,
TPWD Minor Bays,Texas Parks and Wildlife (TPWD) feature class defines minor bays along the Texas Gulf Coast.,"This feature class is a component of Texas Parks and Wildlife (TPWD) 'base' data. 'Base' data includes current, statewide geospatial information intended to provided context for mapping purposes.

The Coastal Fisheries Division used this feature class to provide better resolution for mapping harvest monitoring database.",Vector,Shapefile,TPWD,Texas,state,,State,Varies,"Basemap, Research, Analysis",Creation date varies,"Hydro, Hydrography, Bays, TPWD, Texas Parks and Wildlife Department",None,None,None,,,Hydrography,,https://tpwd.texas.gov/gis/data/baselayers/minorbays-zip,,,,,d5084e86-dec9-11e4-afda-0e0c41326911,Texas Parks and Wildlife Department,https://tpwd.texas.gov/,,2015-11-20,NA,,
TPWD Omernik Regions Level IV,Ecoregion maps assist managers of aquatic and terrestrial resources to understand the regional patterns of the realistically attainable quality of these resources.,"Ecoregions denote areas of general similarity in ecosystems and in the type, quality, and quantity of environmental resources. They are designed to serve as a spatial framework for the research, assessment, management, and monitoring of ecosystems and ecosystem components. These general purpose regions are critical for structuring and implementing ecosystem management strategies across federal agencies, state agencies, and nongovernment organizations that are responsible for different types of resources within the same geographical areas. 

The approach used to compile this map is based on the premise that ecological regions can be identified through the analysis of patterns of biotic and abiotic phenomena, including geology, physiography, vegetation, climate, soils, land use, wildlife, and hydrology. The relative importance of each characteristic varies from one ecological region to another. 

A Roman numeral hierarchical scheme has been adopted for different levels for ecological regions. Level I is the coarsest level, dividing North America into 15 ecological regions. Level II divides the continent into 52 regions (Commission for Environmental Cooperation Working Group, 1997). At Level III, the continental United States contains 104 regions whereas the conterminous United States has 84 (U.S. Environmental Protection Agency, 2005). Level IV ecoregions are further subdivisions of Level III ecoregions. Methods used to define the ecoregions are explained in Omernik (1995, 2004), Omernik and others (2000), and Gallant and others (1989).",Vector,Shapefile,TPWD,Texas,state,,State,Varies,"Basemap, Research, Analysis",Creation date varies,,None,None,None,,,Natural Regions,,https://tpwd.texas.gov/gis/data/baselayers/omernikregions-zip,,,,,d5084e86-dec9-11e4-afda-0e0c41326911,Texas Parks and Wildlife Department,https://tpwd.texas.gov/,,2015-11-20,NA,,
TPWD Playas,The playa lakes of the Texas High Plains extend from the northern Panhandle to the Trans-Pecos and Edwards Plateau.,"The playa data in this coverage were derived from 1999-2001 Landsat ETM imagery and the 1998 Texas Tech Playa Lake Study (http://www.gstlab.rw.ttu.edu/playas.pdf). Scale is 1:50,000.",Vector,Shapefile,TPWD,Texas,state,,State,Varies,"Basemap, Research, Analysis",Creation date varies,"Hydro, Hydrography, Playas, TPWD, Texas Parks and Wildlife Department",None,None,None,,,Hydrography,,https://tpwd.texas.gov/gis/data/baselayers/playas-zip,,,,,d5084e86-dec9-11e4-afda-0e0c41326911,Texas Parks and Wildlife Department,https://tpwd.texas.gov/,,2015-11-20,NA,,
TPWD Significant Streams Segments,Update from NHD to NHDPlus base maps from Texas Parks and Wildlife (TPWD) ,"Ecologically Unique River and Stream Segments (31 TAC 357.8) updated using flowlines from NHDPlus (August 2008). As a result of the passage of Senate Bill 1 in 1997, water planning in Texas became the domain of regional planning groups rather than the Texas Water Development Board (TWDB). 

As a part of the planning process, each regional planning group may include recommendations for the designation of ecologically unique river and stream segments in their adopted regional water plan. Stream segment designation is to be supported by a recommendation package that includes a physical description, maps, photographs, literature citations, and data pertaining to each candidate stream segment. 

**In accordance with the TWDB’s rules, the following criteria are to be used when recommending a river or stream segment as being of unique ecological value:** 
- Biological Function: Segments which display significant overall habitat value including both quantity and quality considering the degree of biodiversity, age, and uniqueness observed and including terrestrial, wetland, aquatic, or estuarine habitats.
- Hydrologic Function: Segments which are fringed by habitats that perform valuable hydrologic functions relating to water quality, flood attenuation, flow stabilization, or groundwater recharge and discharge.
- Riparian Conservation Areas: Segments which are fringed by significant areas in public ownership including state and federal refuges, wildlife management areas, preserves, parks, mitigation areas, or other areas held by governmental organizations for conservation purposes under a governmentally approved conservation plan.
- High Water Quality/Exceptional Aquatic Life/High Aesthetic Value: Segments and spring resources that are significant due to unique or critical habitats and exceptional aquatic life uses dependent on or associated with high water quality.
- Threatened or Endangered Species/Unique Communities: Sites along segments where water development projects would have significant detrimental effects on state or federally listed threatened and endangered species, and sites along segments that are significant due to the presence of unique, exemplary, or unusually extensive natural communities.

The Texas legislature can officially designate stream segments as being of unique ecological value following nomination of stream segment by a regional planning group. By so doing, a state agency or political subdivision may not obtain a fee title or an easement that would destroy the unique ecological value of a designated stream. It should be noted that these stream segments do not have to correspond to classified water quality segments.",Vector,Shapefile,TPWD,Texas,state,,State,Varies,"Basemap, Research, Analysis",Creation date varies,"Hydro, Hydrography, Streams, TPWD, Texas Parks and Wildlife Department",None,None,None,,,Hydrography,,https://tpwd.texas.gov/gis/data/baselayers/SignificantStreamsSegments.ZIP,,,,,d5084e86-dec9-11e4-afda-0e0c41326911,Texas Parks and Wildlife Department,https://tpwd.texas.gov/,,2015-11-20,NA,,
TPWD Springs,The purpose of this project is to aggregate information about springs in Texas and associated spring flow into a digital database.,"Springs are naturally occurring features that convey excess ground water to the land surface; they represent a transition from ground water to surface water. Water issues through one opening, multiple openings, or numerous seeps in the rock or soil.
 This dataset should not be used to make final decisions on the existence of springs in Texas. Other springs exist in Texas, but are not recorded in this project.",Vector,Shapefile,TPWD,Texas,state,,State,Varies,"Basemap, Research, Analysis",Creation date varies,"Hydro, Hydrography, Springs, TPWD, Texas Parks and Wildlife Department",None,None,None,,,Hydrography,,https://tpwd.texas.gov/gis/data/baselayers/Springs.ZIP,,,,,d5084e86-dec9-11e4-afda-0e0c41326911,Texas Parks and Wildlife Department,https://tpwd.texas.gov/,,2015-11-20,NA,,
TPWD State Park Boundaries,Provisional Texas Parks and Wildlife (TPWD) State Park boundaries as of Jan. 2015,"Statewide polygon boundary data representing lands owned or managed by Texas State Parks Division of Texas Parks & Wildlife Department (TPWD). State Parks Division provides these data as a public resource of general information for use ""as is."" The data presented are aggregated from a wide variety of sources and are NOT to be construed or used as a ""legal description"". TPWD provides this information with the understanding that it is not guaranteed to be accurate, correct or complete. Any determination of fitness for use or conclusions drawn from such information is the sole responsibility of the user.",Vector,Shapefile,TPWD,Texas,state,,State,Varies,"Basemap, Research, Analysis",Creation date varies,"State Parks, TPWD, Texas Parks and Wildlife Department",None,None,None,,,Boundary,,https://tpwd.texas.gov/gis/data/baselayers/state-park-boundaries-zip,,,,,d5084e86-dec9-11e4-afda-0e0c41326911,Texas Parks and Wildlife Department,https://tpwd.texas.gov/,,2015-11-20,NA,,
TPWD State Park Trails,"Texas Parks and Wildlife (TPWD) trails of State Parks, State Natural Areas and State Historic Sites.","Texas Parks and Wildlife (TPWD) trails of State Parks, State Natural Areas and State Historic Sites.",Vector,KMZ,TPWD,Texas,state,,State,Varies,"Basemap, Research, Analysis",Creation date varies,"State Parks, TrailsState Parks, TPWD, Texas Parks and Wildlife Department",None,None,None,,,Cultural,,http://www.tpwd.state.tx.us/state-parks/park-information/maps/park-gis-files,,,,,d5084e86-dec9-11e4-afda-0e0c41326911,Texas Parks and Wildlife Department,https://tpwd.texas.gov/,,2015-11-20,NA,,
TPWD Texas Biotic Provinces Lines,Generalized boundaries of the biotic provinces of Texas from Texas Parks and Wildlife (TPWD).,"This feature class was created as a generalized version of the boundaries of the Texas biotic provinces. BioticProvinceLines were created from biopy coverage for use in those cartographic cases where the state outline was not needed. This feature class is a component of TPWD 'base' data. 'Base' data includes current, statewide geospatial information intended to provide context for mapping purposes.",Vector,Shapefile,TPWD,Texas,state,,State,Varies,"Basemap, Research, Analysis",Creation date varies," Biotic Provinces, TPWD, Texas Parks and Wildlife Department",None,None,None,,,Natural Regions,,https://tpwd.texas.gov/gis/data/baselayers/TexasBioticProvinceLines.ZIP,,,,,d5084e86-dec9-11e4-afda-0e0c41326911,Texas Parks and Wildlife Department,https://tpwd.texas.gov/,,2015-11-20,NA,,
TPWD Texas Biotic Provinces Polygons,This coverage was created as a generalized version of the boundaries of the Texas Biotic Provinces Texas Parks and Wildlife (TPWD).,"This feature class represents biotic provinces of Texas. Biotic provinces are a continuous geographic area that are characterized by vegetation type, ecological climax, flora, fauna, climate, physiography, and soils. The boundary lines are generalized.",Vector,Shapefile,TPWD,Texas,state,,State,Varies,"Basemap, Research, Analysis",Creation date varies," Biotic Provinces, TPWD, Texas Parks and Wildlife Department",None,None,None,,,Natural Regions,,https://tpwd.texas.gov/gis/data/baselayers/TexasBioticProvinces.ZIP,,,,,d5084e86-dec9-11e4-afda-0e0c41326911,Texas Parks and Wildlife Department,https://tpwd.texas.gov/,,2015-11-20,NA,,
TPWD Texas Ecological Systems Data,Land classification map of Texas Texas Parks and Wildlife (TPWD). Natural and human influenced vegetation communities and land uses in Texas.,"The Texas Parks and Wildlife Department, in cooperation with private, state, and federal partners, has produced a new land classification map for Texas, based on the NatureServe Ecological System Classification System as described by Comer (2003). Mapping Sub-systems were identified using ecological systems as a starting point. Data was collected in the field and from aerial photography to implement a supervised classification. 

This land cover data was combined with ecoregions, SSURGO soils, DEM-based variables, and hydrology to help interpret the ecological meaning of final mapping targets. Improved thematic and spatial resolution was achieved using a decision tree classifier with both remotely sensed and abiotic variables, map objects generated at 10 m resolution, and the modeling of mapping targets using ecological site descriptions from SSURGO soils and data from the NatureServe systems classifications. Project and partner ecologists have produced detailed descriptions of all Ecological Systems and Mapping Sub-systems that occur throughout the state. This includes floristic details refined by field data collected by project personnel, along with ecological processes such as fire, grazing, flooding that formed or maintains the systems, and the soils and geology that influence the systems. 

Project ecologists have also developed an Interpretive Guide that includes a general description of each Ecological System and subordinate Mapping Sub-systems, a representative photo of most Mapping Sub-systems, a list of public properties where an example of each system may be viewed, and a map showing the mapped distribution of each sub-system. The interpretive guide also includes a detailed project methodology and ecological information on select eco-regions.",Vector,Shapefile,TPWD,Texas,state,,State,5.5 GB,"Basemap, Research, Analysis",Creation date varies,"Vegetation, Communities, Land Use, Texas, Statewide, TPWD, Texas Parks and Wildlife Department","Vectorized from Raster images, stair step effect",None,None,,,Land Use - Land Cover,,https://drive.google.com/folderview?id=0B32g5sG2VKbgbl9oOGlneUdMZjA&usp=sharing,,,,,d5084e86-dec9-11e4-afda-0e0c41326911,Texas Parks and Wildlife Department,https://tpwd.texas.gov/,,2015-11-20,NA,,
TPWD Wildlife Management Areas,Provisional Texas Parks and Wildlife (TPWD) Wildlife Management Areas as of Feb. 2014,"Statewide polygon boundary data representing Wildlife Management Areas operated by the Wildlife Division of TPWD. WMAs were established to represent habitats and wildlife populations typical of each ecological region of Texas. WMAs were established as sites to perform research on wildlife populations and habitat, conduct education on sound resource management, and to provide public hunting, hiking, camping, bird watching and a host of other outdoor recreational opportunities.",Vector,Shapefile,TPWD,Texas,state,,State,Varies,"Basemap, Research, Analysis",Creation date varies,"Wildlife Management Area, TPWD, Texas Parks and Wildlife Department",,None,None,,,Boundary,,https://tpwd.texas.gov/gis/data/baselayers/wildlife-management-areas,,,,,d5084e86-dec9-11e4-afda-0e0c41326911,Texas Parks and Wildlife Department,https://tpwd.texas.gov/,,2015-11-20,NA,,
TWDB Existing Reservoirs,Existing reservoir boundaries reflecting the 2012 State Water Plan.,"Major reservoir being defined as an impoundment that currently has at least 5,000 acre-feet of storage capacity at its normal operating level. Texas has 188 major water-supply reservoirs, and over 20 additional major reservoirs that serve no water-supply function. The major reservoirs of the state vary in size from 5,200 acre-feet conservation storage capacity for the Upper Nueces Lake to 4,472,900 acre-feet for the Toledo Bend Reservoir, which includes both the Louisiana and Texas portions of the reservoir (Appendix 6.1). Making the best use of existing reservoirs, controlling watershed erosion to maintain their holding capacity, and identifying viable sites for new reservoirs are key to effective long-term water supply management and planning in Texas.",Vector,Shapefile,TWDB,Statewide,state,,State,14 MB,"Planning, analysis, cartography",2012,"TWDB, Water Resources","Just polygons, minimal attributes",NHD,,,,Hydrography,,http://www.twdb.texas.gov/mapping/gisdata/doc/Existing_Reservoirs.zip,,,,,d5084e86-dec9-11e4-afda-0e0c41326911,Texas Water Development Board,http://www.twdb.texas.gov/,,2015-05-27,NA,,
TWDB Groundwater Conservation Districts (GCD),Groundwater conservation districts in Texas. Original data is sourced from TCEQ.,"Local groundwater conservation districts (GCDs) are the state’s preferred method of groundwater management. GCDs are charged to manage groundwater by providing for the conservation, preservation, protection, recharging, and prevention of waste of the groundwater resources within their jurisdictions.",Vector,Shapefile,TCEQ/TWDB,Statewide,state,,State,10.5 MB,"Planning, analysis, cartography",2015,"TWDB, Water Resources",,TCEQ GCDs,,,,Boundary,,http://www.twdb.texas.gov/mapping/gisdata/doc/GCD_Shapefiles.zip,,,,,d5084e86-dec9-11e4-afda-0e0c41326911,Texas Water Development Board,http://www.twdb.texas.gov/,,2015-05-27,NA,,
TWDB Groundwater Management Areas (GMA),"Groundwater Managment Area boundaries, as created by TWDB.","Groundwater Management Areas were created:
> ""in order to provide for the conservation, preservation, protection, recharging, and prevention of waste of the groundwater, and of groundwater reservoirs or their subdivisions, and to control subsidence caused by withdrawal of water from those groundwater reservoirs or their subdivisions, consistent with the objectives of Section 59, Article XVI, Texas Constitution, groundwater management areas may be created..."" (Texas Water Code §35.001) 

Added by Acts 1995, 74th Leg., ch. 933, §2, eff. Sept. 1, 1995. The responsibility for Groundwater Management Area delineation was delegated to the Texas Water Development Board. (Section 35.004, Chapter 35, Title 2, Texas Water Code) The initial Groundwater Management Area delineations were adopted on December 15, 2002, and are modified as necessary according to agency rules. (356.21, TWDB Rules)",Vector,Shapefile,TWDB,Statewide,state,,State,1.81 MB,"Planning, analysis, cartography",2011,"TWDB, Water Resources",,,,[EPSG 4269](https://epsg.io/4269),,Boundary,,http://www.twdb.texas.gov/mapping/gisdata/doc/gma.zip,,,,,d5084e86-dec9-11e4-afda-0e0c41326911,Texas Water Development Board,http://www.twdb.texas.gov/,,2015-05-27,NA,,
TWDB Major River Basins,"The 23 major U.S.G.S. river basins of Texas, * These are not the 'official' TWDB basin boundaries.","There are eight designated coastal basins in Texas: the Neches-Trinity, Trinity-San Jacinto, San Jacinto-Brazos, Brazos-Colorado, Colorado-Lavaca, Lavaca-Guadalupe, San Antonio-Nueces, and Nueces-Rio Grande. Each coastal basin is named according to the major river basins that bound them. For example, the Nueces-Rio Grande Coastal Basin is bounded on the north by the Nueces River Basin and on the south by the Rio Grande Basin. Each coastal basin is also bounded by a bay or other outlet to the Gulf of Mexico. The unique features of each of these basins are a function of many factors, but one of the most critical is precipitation, which varies from less than 10 inches per year in the western part of the state to more than 55 inches per year in the east. Other factors include evaporation, vegetation, soil type, surface slope, geology, land use practices, and runoff.",Vector,Shapefile,USGS,Statewide,state,,State,3.77 MB,"Planning, analysis, cartography",2014,"TWDB, Water Resources",Not official TWDB major river basins that exist on paper.,USGS HUCs,,[EPSG 4269](https://epsg.io/4269),,Hydrography,,http://www.twdb.texas.gov/mapping/gisdata/doc/Major_River_Basins_Shapefile.zip,,,,,d5084e86-dec9-11e4-afda-0e0c41326911,Texas Water Development Board,http://www.twdb.texas.gov/,,2015-05-27,NA,,
TWDB PFCA Regions and Field Office,Geographic area assignments for Regional Project Teams and Inspection & Field Support Services Offices.,Geographic area assignments for Regional Project Teams and Inspection & Field Support Services Offices.,Vector,Shapefile,TWDB,Statewide,state,,State,3.2 MB,"Planning, analysis, cartography",2014,"TWDB, Water Resources",None,,,[EPSG 4269](https://epsg.io/4269),,Boundary,,http://www.twdb.texas.gov/mapping/gisdata/doc/OPFCA.zip,,,,,d5084e86-dec9-11e4-afda-0e0c41326911,Texas Water Development Board,http://www.twdb.texas.gov/,,2015-05-27,NA,,
TWDB Priority Groundwater Management Areas (PGMA),"A Priority Groundwater Management Area (PGMA) is an area designated and delinated by TCEQ that is experiencing, or is expected to experience, within 50 years, critical groundwater problems including shortages of surface water or groundwater, land subsidence resulting from groundwater withdrawal, and contamination of groundwater supplies.","To enable effective management of the state’s groundwater resources in areas where critical
 groundwater problems exist or may exist in the future, the Legislature has authorized the Texas
 Commission on Environmental Quality (TCEQ or Commission), the Texas Water Development
 Board (TWDB), and the Texas Parks and Wildlife Department (TPWD) to study, identify, and
 delineate priority groundwater management areas (PGMAs), and initiate the creation of
 groundwater conservation districts (GCDs or districts) within those areas, if necessary. “Critical
 groundwater problems” are defined as shortages of surface water or groundwater, land
 subsidence resulting from withdrawal of groundwater, or contamination of groundwater.",Vector,Shapefile,TCEQ,Statewide,state,,State,484.46 KB,"Planning, analysis, cartography",2009,"TWDB, Water Resources",None,TCEQ PGMAs,,[EPSG 4269](https://epsg.io/4269),,Boundary,,http://www.twdb.texas.gov/mapping/gisdata/doc/pgmas_DD_NAD83.zip,,,,,d5084e86-dec9-11e4-afda-0e0c41326911,Texas Water Development Board,http://www.twdb.texas.gov/,,2015-05-27,NA,,
TWDB Regional Water Planning Areas (RWPA),"The 16 Water Planning Regions in Texas, as created by TWDB.","In response to the drought of the 1950s, and in recognition of the need to plan for the future, the Texas Legislature created the Texas Water Development Board (TWDB) to develop water supplies and prepare plans to meet the state’s future water needs. In 1997, the legislature established a new water planning process, based on a “bottom-up,” consensus-driven approach. Coordinating this water planning process are 16 planning groups, one for each regional water planning area (see map). The planning groups, each made up of about 20 members, represent a variety of interests, including agriculture, industry, environment, public, municipalities, business, water districts, river authorities, water utilities, counties, groundwater management areas, and power generation. Each planning group approved bylaws to govern its methods of conducting business and designated a political subdivision, such as a river authority, groundwater conservation district, or council of governments, to administer the planning process and manage any contracts related to developing regional water plans. The planning groups conduct all functions during open meetings in an open and participatory manner. They hold special public meetings when they develop their scopes of work and hold hearings before adopting their regional water plans. This public involvement helps direct the planning and determine which water management strategies to recommend. Consensus building within the planning groups is crucial to ensure sufficient support for adopting the plan. Planning group members adopt plans by voting at open meetings in a",Vector,Shapefile,TWDB,Statewide,state,,State,2.51 MB,"Planning, analysis, cartography",2014,"TWDB, Water Resources",None,,,[EPSG 4269](https://epsg.io/4269),,Boundary,,http://www.twdb.texas.gov/mapping/gisdata/doc/RWPA_Shapefile.zip,,,,,d5084e86-dec9-11e4-afda-0e0c41326911,Texas Water Development Board,http://www.twdb.texas.gov/,,2015-05-27,NA,,
TWDB Well Location Grid,"To facilitate the location of wells and avoid duplication of well numbers, a statewide well-numbering system has been adopted.","To facilitate the location of wells and avoid duplication of well numbers, a statewide well-numbering system has been adopted. It is based on division of the State into a grid of 1-degree quadrangles formed by degrees of latitude and longitude and the repeated division of these quadrangles into smaller ones. 
- Each 1-degree quadrangle is divided into sixty-four 7 1/2-minute quadrangles, each of which is further divided into nine 2 1/2-minute quadrangles. 
- Each 1-degree quadrangle in the State has been assigned an identification number. 
- The 7 1/2-minute quadrangles are numbered consecutively from left to right, beginning in the upper left-hand corner of the 1-degree quadrangle and the 2 1/2-minute quadrangles within each 7 1/2-minute quadrangle are similarly numbered. 
- The first 2 digits of a well number identify the 1-degree quadrangle; the third and fourth digits, the 7 1/2-minute quadrangle; and the fifth digit identifies the 2 1/2-minute quadrangle.",Vector,Shapefile,TWDB,Statewide,state,,State,4.1 MB,"Planning, analysis, cartography",2015,"TWDB, Water Resources",None,,,[EPSG 4269](https://epsg.io/4269),,Reference Grid,,http://www.twdb.texas.gov/mapping/gisdata/doc/state_grids.zip,,,,,d5084e86-dec9-11e4-afda-0e0c41326911,Texas Water Development Board,http://www.twdb.texas.gov/,,2015-05-27,NA,,
TWDB Well Locations from TWDB Groundwater Database (GWDB),"The TWDB Groundwater Database (GWDB) contains information on selected water wells, springs, oil/gas tests (that were originally intended to be or were converted to water wells), water levels, and water quality to gain representative information about aquifers in Texas to support water planning from a local to a more regional perspective.","The TWDB Groundwater Database (GWDB) contains information on selected water wells, springs, oil/gas tests (that were originally intended to be or were converted to water wells), water levels, and water quality to gain representative information about aquifers in Texas to support water planning from a local to a more regional perspective. 

The purpose of the TWDB's data collection efforts over the years has been to gain representative information about aquifers in the state in order to support water planning from the local to a more regional perspective. Although the nomenclature for a water well identification number, or ""state well number,"" may have promoted the impression that all water wells ever drilled in the state should be assigned such an identification number (and, by extension, reside in the TWDB's database), TWDB employees responsible for the creation of the database did not intend that such a capture of information occur or believe it desirable. The wells in the database represent less than 10 percent of the wells that actually exist in Texas.",Vector,Shapefile,TWDB,Statewide,state,,State,7.6 MB,"Planning, analysis, cartography",2015,"TWDB, Water Resources","Not entire GWDB, just a subset. Geographic coordinates may not be completely accurate.",,,[EPSG 4269](https://epsg.io/4269),,Hydrography,,http://www.twdb.texas.gov/mapping/gisdata/doc/GWDB_well_locations.zip,,,,,d5084e86-dec9-11e4-afda-0e0c41326911,Texas Water Development Board,http://www.twdb.texas.gov/,,2015-05-27,NA,,
TWDB Well Locations from TWDB Submitted Drillers Reports Database (SDRDB),The Submitted Drillers Reports Database (SDRDB) is populated from the online Texas Well Report Submission and Retrieval System which is a cooperative Texas Department of Licensing and Regulation (TDLR) and Texas Water Development Board (TWDB),The Submitted Drillers Reports Database (SDRDB) is populated from the online Texas Well Report Submission and Retrieval System which is a cooperative Texas Department of Licensing and Regulation (TDLR) and Texas Water Development Board (TWDB) application that registered water-well drillers use to submit their required reports. This system was started 2/5/01 and is optional for the drillers to use.,Vector,Shapefile,TWDB,Statewide,state,,State,53.6 MB,"Planning, analysis, cartography",2015,"TWDB, Water Resources","Not entire SDRDB, just a subset. Geographic coordinates may not be completely accurate.",,,[EPSG 4269](https://epsg.io/4269),,Hydrography,,http://www.twdb.texas.gov/mapping/gisdata/doc/SDRDB_well_locations.zip,,,,,d5084e86-dec9-11e4-afda-0e0c41326911,Texas Water Development Board,http://www.twdb.texas.gov/,,2015-05-27,NA,,
TxDOT Public Airports,The Public Use Airports database is a geographic point database of aircraft landing facilities in the United States and U.S. Territories.,"The Public Use Airports database is a geographic point database of aircraft landing facilities in the United States and U.S. Territories. Attribute data is provided on the physical and operational characteristics of the landing facility, current usage including enplanements and aircraft operations, congestion levels and usage categories.",Vector,Shapefile,NTAD,Texas,state,,State,1.41MB,Basemap,1994 1999,"Airport, Transportation, Aviation, Texas, Critical Infrastructure",Age,None,None,[EPSG 4269](https://epsg.io/4269),,Transportation,,https://tnris-datadownload.s3.amazonaws.com/d/txdot-airport/state/tx/txdot-airport_tx.zip,,,,,d5084e86-dec9-11e4-afda-0e0c41326911,Texas Department of Transportation,https://www.txdot.gov/,,2014-02-01,NA,,
